Gene_stable_ID	GC_content	NCBI_gene_ID	HGNC_symbol	HGNC_ID
ENSG00000233141	49.78	116511	MAS1L	HGNC:13961
ENSG00000275365	57.83	4320	MMP11	HGNC:7157
ENSG00000274672	55.29	79042	TSEN34	HGNC:15506
ENSG00000232302	50.25		RPS17P1	HGNC:13982
ENSG00000236561	45.71	4340	MOG	HGNC:7197
ENSG00000232652	47.64	105375009	LINC02829	HGNC:54362
ENSG00000230674	57.60	100507362	LINC01015	HGNC:48988
ENSG00000282441	45.50		COX6CP18	HGNC:49370
ENSG00000282343	59.98	338653	KCNQ1-AS1	HGNC:42790
ENSG00000237698	52.77		GPR53P	HGNC:4509
ENSG00000229467	66.77		OR2I1P	HGNC:8258
ENSG00000278608	41.01	256691	MAMDC2	HGNC:23673
ENSG00000228913	43.46	10537	UBD	HGNC:18795
ENSG00000278855	60.40	55539	KCNQ1DN	HGNC:13335
ENSG00000262327	39.27	55750	AGK	HGNC:21869
ENSG00000275660	32.26			
ENSG00000273707	67.48	1028	CDKN1C	HGNC:1786
ENSG00000275323	50.16	6203	RPS9	HGNC:10442
ENSG00000278365	53.97	4696	NDUFA3	HGNC:7686
ENSG00000232632	44.85	2550	GABBR1	HGNC:4070
ENSG00000276296	55.03	29844	TFPT	HGNC:13630
ENSG00000274950	51.75	6203	RPS9	HGNC:10442
ENSG00000274739	48.84	3808	KIR2DS3	HGNC:6335
ENSG00000277409	40.41		MAMDC2-AS1	HGNC:48719
ENSG00000277517	39.46			
ENSG00000276421	57.07	26121	PRPF31	HGNC:15446
ENSG00000276875	48.96	115653	KIR3DL3	HGNC:16312
ENSG00000278120	48.32	3806	KIR2DS1	HGNC:6333
ENSG00000274806	41.67			
ENSG00000282545	42.21		RPL5P32	HGNC:36973
ENSG00000278707	47.10	3812	KIR3DL2	HGNC:6339
ENSG00000274454	58.81		SLC22A18AS	HGNC:10965
ENSG00000262671	40.81			
ENSG00000276802	43.57	8924	HERC2	HGNC:4868
ENSG00000262599	43.52	57189	DENND11	HGNC:29472
ENSG00000235668	48.77			
ENSG00000234966	43.14		LINC01623	HGNC:52050
ENSG00000234904	56.96		RPL13P	HGNC:13978
ENSG00000277800	40.95	50945	TBX22	HGNC:11600
ENSG00000232017	38.70		ZNF90P2	HGNC:21687
ENSG00000236835	51.71	414760	HCG14	HGNC:18323
ENSG00000233948	46.49	5987	TRIM27	HGNC:9975
ENSG00000267954	60.26			
ENSG00000281993	53.99			
ENSG00000282155	56.61			
ENSG00000276130	61.28	5002	SLC22A18	HGNC:10964
ENSG00000275837	50.77	6598	SMARCB1	HGNC:11103
ENSG00000282226	48.56			
ENSG00000282075	51.17	100507642		
ENSG00000276468	48.96		KIR2DP1	HGNC:16344
ENSG00000261994	40.08	285962		
ENSG00000281767	57.07			
ENSG00000281349	56.58	105375115		
ENSG00000282105	50.37		RPL41P2	HGNC:10357
ENSG00000275979	57.88	4849	CNOT3	HGNC:7879
ENSG00000282544	48.45			
ENSG00000281788	61.72			
ENSG00000281429	64.73	56975	FAM20C	HGNC:22140
ENSG00000282006	59.49			
ENSG00000282475	51.63	645202		
ENSG00000282190	42.32			
ENSG00000278310	49.16	100132565	GOLGA8F	HGNC:32378
ENSG00000263598	41.00			
ENSG00000276061	55.15	4696	NDUFA3	HGNC:7686
ENSG00000237313	47.96		LINC01556	HGNC:21195
ENSG00000225567	40.52		OR2AD1P	HGNC:14749
ENSG00000273326	40.05	50837	TAS2R7	HGNC:14913
ENSG00000228977	41.15	26692	OR2W1	HGNC:8281
ENSG00000274733	36.67			
ENSG00000272712	35.64	50836	TAS2R8	HGNC:14915
ENSG00000282472	48.94			
ENSG00000273519	42.99			
ENSG00000228635	44.59		OR2P1P	HGNC:8272
ENSG00000224654	43.50	10537	UBD	HGNC:18795
ENSG00000238070	41.44		SAR1AP1	HGNC:13983
ENSG00000273916	50.12	9437	NCR1	HGNC:6731
ENSG00000233687	43.00	442184	OR2B3	HGNC:8238
ENSG00000273086	39.73	50835	TAS2R9	HGNC:14917
ENSG00000276935	54.94	79143	MBOAT7	HGNC:15505
ENSG00000226931	41.40	442185	OR2J1	HGNC:8259
ENSG00000263247	36.45	5554	PRR4	HGNC:18020
ENSG00000263247	36.45	11272	PRR4	HGNC:18020
ENSG00000225034	53.34		OR2H5P	HGNC:8256
ENSG00000224241	55.17		TMEM183AP1	HGNC:33458
ENSG00000230855	45.99	442186	OR2J3	HGNC:8261
ENSG00000265663	50.00	692092	SNORD32B	HGNC:32719
ENSG00000228698	44.72			
ENSG00000282261	47.05			
ENSG00000275921	48.36	3806		
ENSG00000224146	51.35		RPL13AP	HGNC:13977
ENSG00000282428	63.24			
ENSG00000196231	41.98	26707	OR2J2	HGNC:8260
ENSG00000275019	60.46	11025	LILRB3	HGNC:6607
ENSG00000275019	60.46	102725035	LILRB3	HGNC:6607
ENSG00000275019	60.46	107987425	LILRB3	HGNC:6607
ENSG00000275019	60.46	107987462	LILRB3	HGNC:6607
ENSG00000227044	49.87	7932	OR2H2	HGNC:8253
ENSG00000220379	44.12		OR2J4P	HGNC:8262
ENSG00000233182	44.70			
ENSG00000224633	47.40	101929006		
ENSG00000263042	39.70	494551	WEE2	HGNC:19684
ENSG00000228130	45.42		SUMO2P1	HGNC:13985
ENSG00000112459	45.45	442191	OR14J1	HGNC:13971
ENSG00000274311	59.51	10990	LILRB5	HGNC:6609
ENSG00000230885	45.73	4340	MOG	HGNC:7197
ENSG00000232435	42.20		DDX6P1	HGNC:13948
ENSG00000112461	36.21	81696	OR5V1	HGNC:13972
ENSG00000277457	54.92	79165	LENG1	HGNC:15502
ENSG00000273839	54.26			
ENSG00000282479	56.22		ABCB10P3	HGNC:31129
ENSG00000282779	31.86			
ENSG00000282038	35.95			
ENSG00000282073	35.95			
ENSG00000282224	35.95			
ENSG00000277996	56.08	147798	TMC4	HGNC:22998
ENSG00000282060	35.95			
ENSG00000204692	37.18	81797	OR12D3	HGNC:13963
ENSG00000282696	35.95			
ENSG00000282169	34.15			
ENSG00000262656	50.91			
ENSG00000282660	37.30			
ENSG00000282368	67.84			
ENSG00000262771	39.43	6742	SSBP1	HGNC:11317
ENSG00000282118	37.10			
ENSG00000282023	33.65			
ENSG00000204690	45.65	26529	OR12D2	HGNC:8178
ENSG00000282004	56.28		ABCB10P4	HGNC:31130
ENSG00000277090	49.11	283768	GOLGA8G	HGNC:25328
ENSG00000277071	49.79	199713	NLRP7	HGNC:22947
ENSG00000249571	45.93	26530	OR12D1	HGNC:8177
ENSG00000206472	39.07	26531	OR11A1	HGNC:8176
ENSG00000275304	42.99			
ENSG00000204689	50.00	442194	OR10C1	HGNC:8165
ENSG00000278415	47.61	2204	FCAR	HGNC:3608
ENSG00000277733	55.06	79143	MBOAT7	HGNC:15505
ENSG00000282257	38.43			
ENSG00000206471	41.35	26716	OR2H1	HGNC:8252
ENSG00000275193	49.46		MYL6P5	HGNC:51646
ENSG00000277709	56.13	3812	KIR3DL2	HGNC:6339
ENSG00000274538	65.00	7262	PHLDA2	HGNC:12385
ENSG00000277629	50.12	9437	NCR1	HGNC:6731
ENSG00000275165	55.29	79042	TSEN34	HGNC:15506
ENSG00000272805	36.47	50839	TAS2R10	HGNC:14918
ENSG00000273562	44.27	4676	NAP1L4	HGNC:7640
ENSG00000234856	41.09		UBDP1	HGNC:18796
ENSG00000272718	36.59			
ENSG00000227668	52.82		MAS1LP1	HGNC:33448
ENSG00000278789	48.88	55655	NLRP2	HGNC:22948
ENSG00000206470	49.78	116511	MAS1L	HGNC:13961
ENSG00000272751	38.19			
ENSG00000274437	61.13	91319	DERL3	HGNC:14236
ENSG00000223376	50.25		RPS17P1	HGNC:13982
ENSG00000227886	47.65	105375009	LINC02829	HGNC:54362
ENSG00000273457	35.92	50838	TAS2R13	HGNC:14919
ENSG00000283454	56.06			
ENSG00000281837	60.82			
ENSG00000233857	57.58	100507362	LINC01015	HGNC:48988
ENSG00000272803	43.08	5555	PRH2	HGNC:9367
ENSG00000276836	54.74	201176	ARHGAP27	HGNC:31813
ENSG00000278081	50.16	6203	RPS9	HGNC:10442
ENSG00000228993	52.68		GPR53P	HGNC:4509
ENSG00000282637	75.31	9020	MAP3K14	HGNC:6853
ENSG00000232049	66.88		OR2I1P	HGNC:8258
ENSG00000276504	55.03	29844	TFPT	HGNC:13630
ENSG00000275780	56.06			
ENSG00000282563	60.82			
ENSG00000206466	44.85	2550	GABBR1	HGNC:4070
ENSG00000276907	54.68	201176	ARHGAP27	HGNC:31813
ENSG00000276804	49.79	199713	NLRP7	HGNC:22947
ENSG00000278003	51.72			
ENSG00000282145	41.39			
ENSG00000282444	51.19	100132202		
ENSG00000274050	48.31	51206	GP6	HGNC:14388
ENSG00000282422	59.75			
ENSG00000282567	46.99		HERC2P1	HGNC:4869
ENSG00000282417	42.63	440248	HERC2P9	HGNC:30495
ENSG00000261984	36.06	50840	TAS2R14	HGNC:14920
ENSG00000261984	36.06	106707243	TAS2R14	HGNC:14920
ENSG00000274533	46.62	3809	KIR2DS4	HGNC:6336
ENSG00000278622	55.98	79042	TSEN34	HGNC:15506
ENSG00000282735	47.46	9710	GARRE1	HGNC:29016
ENSG00000273144	38.47		TAS2R15P	HGNC:19106
ENSG00000273431	38.50	259296	TAS2R50	HGNC:18882
ENSG00000282746	54.09			
ENSG00000282594	60.15	731779	LINC01300	HGNC:50460
ENSG00000273092	34.76	259295	TAS2R20	HGNC:19109
ENSG00000282019	51.96	2821	GPI	HGNC:4458
ENSG00000278186	53.01	653720	GOLGA8M	HGNC:44404
ENSG00000263028	40.52	259294	TAS2R19	HGNC:19108
ENSG00000276739	47.06	3812	KIR3DL2	HGNC:6339
ENSG00000282573	60.42			
ENSG00000275181	61.78	2843	GPR20	HGNC:4475
ENSG00000263097	40.45	259290	TAS2R31	HGNC:19113
ENSG00000275257	54.01			
ENSG00000282540	39.62		WHAMMP2	HGNC:32360
ENSG00000263158	39.68		TAS2R63P	HGNC:20641
ENSG00000262525	38.71	259292	TAS2R46	HGNC:18877
ENSG00000263083	33.67		TAS2R64P	HGNC:20642
ENSG00000282072	49.58			
ENSG00000262612	39.05	259289	TAS2R43	HGNC:18875
ENSG00000262612	39.05	259291	TAS2R43	HGNC:18875
ENSG00000282648	45.40	100289656		
ENSG00000275575	62.53	11156	PTP4A3	HGNC:9636
ENSG00000262293	36.46			
ENSG00000278362	49.20	9437	NCR1	HGNC:6731
ENSG00000282198	63.54			
ENSG00000262829	37.68			
ENSG00000282655	37.94		PDCD6IPP2	HGNC:49873
ENSG00000261936	39.89	259291	TAS2R45	HGNC:18876
ENSG00000275843	48.88	55655	NLRP2	HGNC:22948
ENSG00000262111	35.98	259293	TAS2R30	HGNC:19112
ENSG00000261853	39.01			
ENSG00000274504	53.06	112724	RDH13	HGNC:19978
ENSG00000262531	41.28			
ENSG00000226898	43.52	10537	UBD	HGNC:18795
ENSG00000262986	64.36	100129361	SMIM10L1	HGNC:49847
ENSG00000276495	48.15	321	APBA2	HGNC:579
ENSG00000281354	44.86			
ENSG00000229469	53.56		OR2H5P	HGNC:8256
ENSG00000275744	50.84	66035	SLC2A11	HGNC:14239
ENSG00000225305	55.17		TMEM183AP1	HGNC:33458
ENSG00000265634	50.00	692092	SNORD32B	HGNC:32719
ENSG00000224053	51.54		RPL13AP	HGNC:13977
ENSG00000224319	49.81	7932	OR2H2	HGNC:8253
ENSG00000236971	45.42		SUMO2P1	HGNC:13985
ENSG00000275885	57.07	26121	PRPF31	HGNC:15446
ENSG00000276065	48.31	51206	GP6	HGNC:14388
ENSG00000234096	45.71	4340	MOG	HGNC:7197
ENSG00000273323	46.77		NOP56P1	HGNC:13962
ENSG00000282181	59.11	389690	MROH5	HGNC:42976
ENSG00000272907	48.77			
ENSG00000272629	43.06		LINC01623	HGNC:52050
ENSG00000274646	51.77	6203	RPS9	HGNC:10442
ENSG00000273122	56.80		RPL13P	HGNC:13978
ENSG00000229714	38.60		ZNF90P2	HGNC:21687
ENSG00000227559	51.58	414760	HCG14	HGNC:18323
ENSG00000275752	33.98			
ENSG00000215641	44.66	5987	TRIM27	HGNC:9975
ENSG00000273726	34.43			
ENSG00000274513	57.73	10288	LILRB2	HGNC:6606
ENSG00000230511	46.77		NOP56P1	HGNC:13962
ENSG00000235460	48.77			
ENSG00000282477	47.05			
ENSG00000225604	43.08		LINC01623	HGNC:52050
ENSG00000276275	38.67			
ENSG00000282315	48.17		HNRNPA1P38	HGNC:48767
ENSG00000224158	56.80		RPL13P	HGNC:13978
ENSG00000263491	71.24			
ENSG00000235405	49.30		HCG15	HGNC:18361
ENSG00000273944	53.06	112724	RDH13	HGNC:19978
ENSG00000239675	47.44			
ENSG00000235178	41.01	282890	ZNF311	HGNC:13847
ENSG00000282379	61.85	113878	DTX2	HGNC:15973
ENSG00000280745	51.22			
ENSG00000276497	45.14	320	APBA1	HGNC:578
ENSG00000225048	40.41		OR2AD1P	HGNC:14749
ENSG00000229328	41.15	26692	OR2W1	HGNC:8281
ENSG00000275606	36.70			
ENSG00000237608	44.85		OR2P1P	HGNC:8272
ENSG00000229179	41.44		SAR1AP1	HGNC:13983
ENSG00000225736	43.00	442184	OR2B3	HGNC:8238
ENSG00000226192	45.26	442185	OR2J1	HGNC:8259
ENSG00000229866	45.62	442186	OR2J3	HGNC:8261
ENSG00000227448	37.09			
ENSG00000234669	48.32	346171	ZFP57	HGNC:18791
ENSG00000274039	39.19			
ENSG00000236771	44.82			
ENSG00000232945	42.14	26707	OR2J2	HGNC:8260
ENSG00000228483	43.91		OR2J4P	HGNC:8262
ENSG00000229441	44.60			
ENSG00000235273	38.21	101929006		
ENSG00000224990	48.55		OR2G1P	HGNC:8251
ENSG00000233168	43.86		OR2U1P	HGNC:8278
ENSG00000229898	39.95		ZDHHC20P1	HGNC:33456
ENSG00000234351	42.81		OR2U2P	HGNC:8279
ENSG00000232469	47.40	101929006		
ENSG00000229698	45.16	3134	HLA-F	HGNC:4963
ENSG00000237777	45.55	442191	OR14J1	HGNC:13971
ENSG00000265795	41.00			
ENSG00000228197	42.20		DDX6P1	HGNC:13948
ENSG00000206526	48.26		LINC01556	HGNC:21195
ENSG00000276184	63.35	105375355	UPK3B	HGNC:21444
ENSG00000242022	37.42	81797	OR12D3	HGNC:13963
ENSG00000235541	58.15		KRT18P1	HGNC:6434
ENSG00000264866	71.24			
ENSG00000225368	49.30		HCG15	HGNC:18361
ENSG00000227446	45.74	26529	OR12D2	HGNC:8178
ENSG00000243286	47.44			
ENSG00000249103	46.21	26530	OR12D1	HGNC:8177
ENSG00000169260	41.00	282890	ZNF311	HGNC:13847
ENSG00000230742	37.28	81696	OR5V1	HGNC:13972
ENSG00000273564	43.70	23359	FAM189A1	HGNC:29075
ENSG00000234347	39.08	26531	OR11A1	HGNC:8176
ENSG00000278296	42.99			
ENSG00000277824	50.12	9437	NCR1	HGNC:6731
ENSG00000277816	60.57	11025	LILRB3	HGNC:6607
ENSG00000277816	60.57	102725035	LILRB3	HGNC:6607
ENSG00000277816	60.57	107987425	LILRB3	HGNC:6607
ENSG00000277816	60.57	107987462	LILRB3	HGNC:6607
ENSG00000229412	50.00	442194	OR10C1	HGNC:8165
ENSG00000274174	49.80	199713	NLRP7	HGNC:22947
ENSG00000232984	41.35	26716	OR2H1	HGNC:8252
ENSG00000237043	40.41		OR2AD1P	HGNC:14749
ENSG00000262734	53.63			
ENSG00000206525	41.15	26692	OR2W1	HGNC:8281
ENSG00000278714	36.69			
ENSG00000261905	55.85			
ENSG00000281898	56.78			
ENSG00000235195	44.85		OR2P1P	HGNC:8272
ENSG00000226795	41.44		SAR1AP1	HGNC:13983
ENSG00000277111	50.50	9842	PLEKHM1	HGNC:29017
ENSG00000206524	42.50	442184	OR2B3	HGNC:8238
ENSG00000263231	53.80			
ENSG00000282349	44.04			
ENSG00000281982	56.78			
ENSG00000281950	49.48	285955	SPDYE16	HGNC:51512
ENSG00000281950	49.48	102723555	SPDYE16	HGNC:51512
ENSG00000206523	45.26	442185	OR2J1	HGNC:8259
ENSG00000263037	55.86		MTX1P1	HGNC:7505
ENSG00000281925	42.94			
ENSG00000276358	50.49	9842	PLEKHM1	HGNC:29017
ENSG00000206522	45.62	442186	OR2J3	HGNC:8261
ENSG00000276132	43.75			
ENSG00000282130	50.62	56160	NSMCE3	HGNC:7677
ENSG00000225184	37.09			
ENSG00000262446	51.63	2629	GBA	HGNC:4177
ENSG00000233506	44.93			
ENSG00000282503	37.68			
ENSG00000234746	42.06	26707	OR2J2	HGNC:8260
ENSG00000276720	49.67			
ENSG00000233989	41.09		UBDP1	HGNC:18796
ENSG00000277401	38.90	7082	TJP1	HGNC:11827
ENSG00000229889	52.82		MAS1LP1	HGNC:33448
ENSG00000275539	60.60	79168	LILRA6	HGNC:15495
ENSG00000277776	49.79	199713	NLRP7	HGNC:22947
ENSG00000218297	43.91		OR2J4P	HGNC:8262
ENSG00000228515	49.78	116511	MAS1L	HGNC:13961
ENSG00000282254	41.83	100133091		
ENSG00000235401	44.60			
ENSG00000224392	48.55		OR2G1P	HGNC:8251
ENSG00000251547	45.93	26530	OR12D1	HGNC:8177
ENSG00000240130	37.32	81696	OR5V1	HGNC:13972
ENSG00000223769	50.25		RPS17P1	HGNC:13982
ENSG00000232356	47.68	105375009	LINC02829	HGNC:54362
ENSG00000206517	39.09	26531	OR11A1	HGNC:8176
ENSG00000224446	57.60	100507362	LINC01015	HGNC:48988
ENSG00000276464	49.24	22932	POMZP3	HGNC:9203
ENSG00000220550	50.06	442194	OR10C1	HGNC:8165
ENSG00000225274	52.68		GPR53P	HGNC:4509
ENSG00000237725	66.88		OR2I1P	HGNC:8258
ENSG00000278046	51.43	11026	LILRA3	HGNC:6604
ENSG00000206516	41.33	26716	OR2H1	HGNC:8252
ENSG00000237112	44.84	2550	GABBR1	HGNC:4070
ENSG00000274726	50.00	9639	ARHGEF10	HGNC:14103
ENSG00000275796	48.88	55655	NLRP2	HGNC:22948
ENSG00000274041	58.50			
ENSG00000277600	57.87	4849	CNOT3	HGNC:7879
ENSG00000224044	41.03		UBDP1	HGNC:18796
ENSG00000227859	52.82		MAS1LP1	HGNC:33448
ENSG00000206515	49.78	116511	MAS1L	HGNC:13961
ENSG00000229439	50.25		RPS17P1	HGNC:13982
ENSG00000275399	48.88	55655	NLRP2	HGNC:22948
ENSG00000232902	47.65	105375009	LINC02829	HGNC:54362
ENSG00000282813	38.13	83787	ARMC10	HGNC:21706
ENSG00000226687	57.53	100507362	LINC01015	HGNC:48988
ENSG00000224894	51.33		GPR53P	HGNC:4509
ENSG00000275633	48.31	51206	GP6	HGNC:14388
ENSG00000231973	66.88		OR2I1P	HGNC:8258
ENSG00000282364	43.26			
ENSG00000282580	35.50			
ENSG00000274332	42.55	474170	LRRC37A2	HGNC:32404
ENSG00000206511	44.84	2550	GABBR1	HGNC:4070
ENSG00000275404	50.81	353514	LILRA5	HGNC:16309
ENSG00000282325	51.33			
ENSG00000236881	63.87			
ENSG00000230545	45.92	285830	HLA-F-AS1	HGNC:26645
ENSG00000232099	48.31	346171	ZFP57	HGNC:18791
ENSG00000282331	43.50		LRRC37A4P	HGNC:25479
ENSG00000275587	53.02			
ENSG00000282727	40.58			
ENSG00000282491	44.53			
ENSG00000282002	44.88			
ENSG00000242511	49.04		RPL23AP1	HGNC:10318
ENSG00000249123	55.06		MICE	HGNC:7094
ENSG00000274566	48.31	51206	GP6	HGNC:14388
ENSG00000282614	65.34		DND1P1	HGNC:31444
ENSG00000226267	64.44			
ENSG00000282351	60.87		MAPK8IP1P2	HGNC:52402
ENSG00000229942	55.34		IFITM4P	HGNC:21669
ENSG00000282238	52.59		RPS26P8	HGNC:31329
ENSG00000229529	45.79	352962	HLA-V	HGNC:23482
ENSG00000282171	45.60	147081		
ENSG00000282235	47.03		LINC02887	HGNC:55047
ENSG00000226303	40.19		ZDHHC20P1	HGNC:33456
ENSG00000277660	39.42			
ENSG00000282518	43.99			
ENSG00000237508	45.05	3134	HLA-F	HGNC:4963
ENSG00000277730	57.33	653486	SCGB1C2	HGNC:51242
ENSG00000282283	75.86	79948	PLPPR3	HGNC:23497
ENSG00000228706	63.93		HCG4	HGNC:21241
ENSG00000260221	53.77		HLA-P	HGNC:21196
ENSG00000278624	58.64	566	AZU1	HGNC:913
ENSG00000282789	39.60		CRYZP1	HGNC:2421
ENSG00000273525	49.59	677833	SNORA54	HGNC:32647
ENSG00000276826	53.06	112724	RDH13	HGNC:19978
ENSG00000272670	56.56	8447	DOC2B	HGNC:2986
ENSG00000282456	48.89	1394	LINC02210-CRHR1	HGNC:51483
ENSG00000282456	48.89	104909134	LINC02210-CRHR1	HGNC:51483
ENSG00000282438	38.66			
ENSG00000227326	49.94		RPL7AP7	HGNC:21395
ENSG00000229499	62.12		MICG	HGNC:16802
ENSG00000275723	40.37	222236	NAPEPLD	HGNC:21683
ENSG00000278191	51.98	833	CARS1	HGNC:1493
ENSG00000233095	56.27	3135	HLA-G	HGNC:4964
ENSG00000282523	45.41			
ENSG00000282361	47.91			
ENSG00000276191	54.75	1394	CRHR1	HGNC:2357
ENSG00000276191	54.75	104909134	CRHR1	HGNC:2357
ENSG00000274185	49.07	23547	LILRA4	HGNC:15503
ENSG00000275474	53.06	112724	RDH13	HGNC:19978
ENSG00000277804	58.02	5657	PRTN3	HGNC:9495
ENSG00000282365	47.58		LINC02091	HGNC:52942
ENSG00000262334	53.85	9501	RPH3AL	HGNC:10296
ENSG00000278461	42.55	92259	MRPS36	HGNC:16631
ENSG00000282700	46.55			
ENSG00000207390	39.80			
ENSG00000282077	53.54	197135	PATL2	HGNC:33630
ENSG00000273686	42.65	567	B2M	HGNC:914
ENSG00000278357	52.67			
ENSG00000277273	40.47	1022	CDK7	HGNC:1778
ENSG00000281364	42.75			
ENSG00000278154	49.57	3903	LAIR1	HGNC:6477
ENSG00000277571	58.58	1991	ELANE	HGNC:3309
ENSG00000280810	38.30		NSFP1	HGNC:31405
ENSG00000273991	59.61	10990	LILRB5	HGNC:6609
ENSG00000275748	43.35	51326	ARL17B	HGNC:32387
ENSG00000275748	43.35	100506084	ARL17B	HGNC:32387
ENSG00000275748	43.35	100996709	ARL17B	HGNC:32387
ENSG00000274619	66.14	1675	CFD	HGNC:2771
ENSG00000282463	51.10			
ENSG00000282063	44.51		RPL23AP95	HGNC:51630
ENSG00000281979	35.57			
ENSG00000262666	57.40	10712	FAM189B	HGNC:1233
ENSG00000282026	35.35	349152	DPY19L2P2	HGNC:21764
ENSG00000272101	51.65			
ENSG00000278119	48.88	653073	GOLGA8J	HGNC:38650
ENSG00000262139	39.19	121601	ANO4	HGNC:23837
ENSG00000229573	63.77			
ENSG00000226378	45.92	285830	HLA-F-AS1	HGNC:26645
ENSG00000282092	64.29	10025	MED16	HGNC:17556
ENSG00000276120	54.01			
ENSG00000276959	54.86	79165	LENG1	HGNC:15502
ENSG00000275394	45.11			
ENSG00000273660	54.01			
ENSG00000276253	44.86			
ENSG00000242039	48.62		RPL23AP1	HGNC:10318
ENSG00000277419	44.86			
ENSG00000250154	55.05		MICE	HGNC:7094
ENSG00000275698	45.71			
ENSG00000228900	64.89			
ENSG00000275917	44.13	89832	CHRFAM7A	HGNC:15781
ENSG00000262217	38.27	160728	SLC5A8	HGNC:19119
ENSG00000264495	42.16			
ENSG00000278211	39.89	140691	TRIM69	HGNC:17857
ENSG00000233023	55.11		IFITM4P	HGNC:21669
ENSG00000224736	45.60	352962	HLA-V	HGNC:23482
ENSG00000273722	56.05	147798	TMC4	HGNC:22998
ENSG00000226796	53.56		OR2H5P	HGNC:8256
ENSG00000225248	55.17		TMEM183AP1	HGNC:33458
ENSG00000266672	50.00	692092	SNORD32B	HGNC:32719
ENSG00000230181	51.35		RPL13AP	HGNC:13977
ENSG00000229185	49.94	7932	OR2H2	HGNC:8253
ENSG00000223771	45.42		SUMO2P1	HGNC:13985
ENSG00000237834	45.71	4340	MOG	HGNC:7197
ENSG00000278742	42.52	9884	LRRC37A	HGNC:29069
ENSG00000261867	35.51			
ENSG00000226379	63.93		HCG4	HGNC:21241
ENSG00000263114	44.02			
ENSG00000261134	53.91		HLA-P	HGNC:21196
ENSG00000275116	49.32			
ENSG00000233465	49.81		RPL7AP7	HGNC:21395
ENSG00000229461	62.12		MICG	HGNC:16802
ENSG00000275584	60.57	79168	LILRA6	HGNC:15495
ENSG00000235680	56.37	3135	HLA-G	HGNC:4964
ENSG00000281804	31.24		NBEAP4	HGNC:40009
ENSG00000230504	65.04		HCG4P8	HGNC:22927
ENSG00000276367	45.11			
ENSG00000236642	53.10			
ENSG00000278118	52.92			
ENSG00000274240	44.16			
ENSG00000276439	52.92			
ENSG00000226736	65.11			
ENSG00000275648	45.86			
ENSG00000237218	60.62		HLA-H	HGNC:4965
ENSG00000281836	39.29			
ENSG00000227858	52.53	346171	ZFP57	HGNC:18791
ENSG00000277167	54.01			
ENSG00000224693	52.21		HLA-T	HGNC:23478
ENSG00000274734	39.33	89839		
ENSG00000275809	42.99			
ENSG00000206507	45.67	352962	HLA-V	HGNC:23482
ENSG00000281507	45.85			
ENSG00000229364	49.86		DDX39BP1	HGNC:33450
ENSG00000223860	56.55		MCCD1P1	HGNC:33449
ENSG00000281263	53.36			
ENSG00000236033	63.67		HCG4B	HGNC:22919
ENSG00000229959	58.50		HLA-K	HGNC:4969
ENSG00000282030	61.40			
ENSG00000236706	62.70		HLA-U	HGNC:23477
ENSG00000281208	75.65		LONRF2P4	HGNC:54500
ENSG00000281803	63.55			
ENSG00000274439	41.03		CXADRP2	HGNC:33973
ENSG00000223980	46.61	3105	HLA-A	HGNC:4931
ENSG00000277980	43.62			
ENSG00000281153	57.17			
ENSG00000276152	54.43			
ENSG00000281718	64.34		GRAMD4P6	HGNC:49141
ENSG00000276787	42.54	22909	FAN1	HGNC:29170
ENSG00000263267	56.26			
ENSG00000278699	36.93	102724631	POTEB3	HGNC:51240
ENSG00000236225	63.38		HCG4	HGNC:21241
ENSG00000260538	54.08		HLA-P	HGNC:21196
ENSG00000237554	49.69		RPL7AP7	HGNC:21395
ENSG00000235714	62.12		MICG	HGNC:16802
ENSG00000276051	56.24	3135	HLA-G	HGNC:4964
ENSG00000282634	55.47			
ENSG00000282720	57.30			
ENSG00000277086	40.01	54893	MTMR10	HGNC:25999
ENSG00000278553	52.31			
ENSG00000282101	41.85			
ENSG00000277262	39.81			
ENSG00000281642	65.86			
ENSG00000282405	50.00			
ENSG00000281815	57.04			
ENSG00000282334	54.80	104266957		
ENSG00000275889	33.98			
ENSG00000274965	43.97	4308	TRPM1	HGNC:7146
ENSG00000278137	34.58			
ENSG00000275867	41.15	284058	KANSL1	HGNC:24565
ENSG00000282053	65.14	101928058		
ENSG00000277751	56.93	10288	LILRB2	HGNC:6606
ENSG00000273645	50.18	9920	KBTBD11	HGNC:29104
ENSG00000282260	46.28			
ENSG00000282191	45.98			
ENSG00000274137	46.59	9172	MYOM2	HGNC:7614
ENSG00000275118	55.04	79143	MBOAT7	HGNC:15505
ENSG00000282195	44.38	653381	SORD2P	HGNC:49919
ENSG00000263290	51.95	10067	SCAMP3	HGNC:10565
ENSG00000281427	50.07			
ENSG00000274110	49.60	3903	LAIR1	HGNC:6477
ENSG00000276025	43.69	120065	OR5P2	HGNC:14783
ENSG00000278253	45.73	120066	OR5P3	HGNC:14784
ENSG00000273624	43.93			
ENSG00000280497	48.22		OR5E1P	HGNC:8342
ENSG00000281688	36.15	440225	NF1P9	HGNC:51736
ENSG00000281367	38.79	283299		
ENSG00000273845	39.82			
ENSG00000273636	49.09			
ENSG00000281287	50.93			
ENSG00000281604	38.64			
ENSG00000224801	65.41		HCG4P8	HGNC:22927
ENSG00000281622	45.91			
ENSG00000235498	57.36			
